siteid,name,f_name,address,f_addr,city,state,zip,COUNTY,date_open,date_close
2723,wic shallowater community center,aachllmmooswy,802 Avenue H,028,shallowater,tx,79363,lubbock,1994-10-01T00:00:00Z,2009-01-01T00:00:00Z
1105,university hospital clinic,aehiiilnoprssttuvy,902 Texas Avenue,029aestx,galveston,tx,77555,galveston,1996-03-11T00:00:00Z,2009-01-30T00:00:00Z
3611,elgin wic clinic,egiln,218 South Main Street,128aimn,elgin,tx,78621,bastrop,1994-01-01T00:00:00Z,2009-01-31T00:00:00Z
3604,wic project 3604,0346ejopr,443 Highway 71,13447,bastrop,tx,78655,bastrop,NA,2009-01-31T00:00:00Z
1110,sante fe independent school district,acdddeeeeefhiiilnnnnooprsstt,16000 Hwy 6,000166,sante fe,tx,77517,galveston,NA,2009-06-09T00:00:00Z
1103,ball high school,abcghhhillloos,4115 Avenue O,1145,galveston,tx,77550,galveston,1996-08-21T00:00:00Z,2009-06-09T00:00:00Z
1109,hitchcock independent school district,ccccdddeeehhhiiiiklnnnoooprstt,6625 FM 2004,00224566fm,hitchcock,tx,77563,galveston,1997-03-11T00:00:00Z,2009-06-09T00:00:00Z
1107,la marque independent school district,aacdddeeeehiiillmnnnoopqrrstu,300 Vauthier,003aehirtuv,la marque,tx,77568,galveston,1997-02-01T00:00:00Z,2009-06-09T00:00:00Z
1108,texas city independent school district,accdddeeeehiiiilnnnooprsstttxy,1800 9th Avenue North,00189ht,texas city,tx,77592,galveston,1997-02-01T00:00:00Z,2009-06-09T00:00:00Z
5436,como,cmoo,4701 North Bryant Irvin,0147aiinnrtvy,fort worth,tx,76107,tarrant,2000-04-06T00:00:00Z,2009-07-08T00:00:00Z
8938,judson high school,cdghhhijlnooossu,9142 FM 78,124789fm,converse,tx,78109,bexar,1994-10-15T00:00:00Z,2009-07-10T00:00:00Z
8947,lackland city elementary school,aaccceeehikllllmnoorsttyy,101 Dumont Road,011dmnotu,san antonio,tx,78227,bexar,1995-09-28T00:00:00Z,2009-07-10T00:00:00Z
4805,la porte health center,aaehhllopt,1009 South Broadway,0019,la porte,tx,77571,harris,NA,2009-07-23T00:00:00Z
4604,sweeny wic clinic,eenswy,406 West 6th Street,0466ht,sweeny,tx,77480,brazoria,1995-06-05T00:00:00Z,2009-11-25T00:00:00Z
1308,el cenizo health promotion center,aceeehhiillmnnooooprttz,3519 Cecilia Lane,1359acceiil,laredo,tx,78044,webb,1995-05-08T00:00:00Z,2009-11-30T00:00:00Z
10225,etmc canton wic,accemnnott,237 South Trade Days Blvd,237aaddersty,canton,tx,75103,van zandt,1996-12-01T00:00:00Z,2009-12-31T00:00:00Z
10208,etmc daingerfield wic,acdeegimnrt,1402-B Linda Drive,0124adiln,daingerfield,tx,75638,morris,1996-12-01T00:00:00Z,2009-12-31T00:00:00Z
10201,etmc gilmer wic,ceegilmmrt,111 North Trinity Street,111iinrtty,gilmer,tx,75644,upshur,1996-12-01T00:00:00Z,2009-12-31T00:00:00Z
10219,etmc quitman wic,aceimmnqttu,1020-B East Goode St  Box 126,0011226bdegooox,quitman,tx,75783,wood,1996-12-01T00:00:00Z,2009-12-31T00:00:00Z
2632,george r brown convention center wic,ceeegginnnnoooorrtvw,8000 North Stadium Drive,0008adimu,houston,tx,77054,harris,2005-09-05T00:00:00Z,2010-01-26T00:00:00Z
333,santa rosa (satellite),aaaaeeillnorsssttt,200 A. Industrial park,002adiilnru,la feria,tx,78559,cameron,NA,2010-01-28T00:00:00Z
3905,overton wic clinic,enoortv,1200 South Commerce,0012cceemmor,overton,tx,75684,rusk,2002-07-11T00:00:00Z,2010-03-01T00:00:00Z
3906,bullard volunteer fire station wic clinic,abeeefilllnorrtuuv,215 South Houston,125hnoou,bullard,tx,75757,smith,1993-09-21T00:00:00Z,2010-03-01T00:00:00Z
3002,city of port arthur health dept,aacefhhhilooprrrttttuy,2748 Viterbo Road,2478biov,nederland,tx,77627,willacy,1996-05-01T00:00:00Z,2010-03-31T00:00:00Z
9502,comfort wic,cfmoort,305 5th Street,0355ht,comfort,tx,78013,kendall,2000-10-02T00:00:00Z,2010-03-31T00:00:00Z
3808,t.c. ayers community center,acemmorsyy,924 Winnebago Street,249abeginnow,corpus christi,tx,78401,nueces,2006-08-10T00:00:00Z,2010-03-31T00:00:00Z
4403,city of del-rio high school-wic,ccdefghhhiiilloooorsty,100 Memorial Drive,001aeilmmor,del rio,tx,78840,val verde,1993-09-01T00:00:00Z,2010-05-07T00:00:00Z
523,spohn memorial prenatal clinic,aaaeehillmmnnoopprrst,2606 Hospital Blvd,0266ahilopst,corpus christi,tx,78405,nueces,1997-10-13T00:00:00Z,2010-05-19T00:00:00Z
7644,champs school,acchhlmoopss,308 South Ridgeland,038,fritch,tx,79036,hutchinson,1994-05-01T00:00:00Z,2010-06-03T00:00:00Z
707,carrollton wic site,aceillnoorrstt,1235 South Josey Lane Ste 518,1123558ejosy,carrollton,tx,75006,dallas,NA,NA
3506,old denton road,ddelnnoot,3044 Old Denton Road Ste. 113,0113344ddelnnoot,carrollton,tx,75007,denton,2005-02-01T00:00:00Z,NA
1002,denison clinic,deinnos,205 North Houston,025hnoou,denison,tx,75020,grayson,NA,NA
7104,collin county wic,ccillnnootuy,8785 McKinney Road,5788ceikmnny,frisco,tx,75034,collin,2003-03-01T00:00:00Z,NA
711,east garland,aeglr,3050 South 1st  Suite 207,00012357,garland,tx,75040,dallas,NA,NA
732,west garland,aglrw,302 North Barnes Drive,023abenrs,garland,tx,75042,dallas,1996-01-10T00:00:00Z,NA
708,grand prairie health center,aaeeghhiilprrrt,801 South Hwy 161 Suite 400,000111468,grand prairie,tx,75051,dallas,NA,NA
3503,the colony clinic,cehlnooty,6404 Paige Road,0446aegip,the colony,tx,75056,denton,1993-05-01T00:00:00Z,NA
3502,lewisville clinic,eeiilllsvw,359 Lake Park Road Ste 113 114,111133459aekl,lewisville,tx,75057,denton,NA,NA
709,irving health center,aeghhiilnrtv,1111 W. Airport Fwy Ste 237,1111237aioprrt,irving,tx,75062,dallas,1993-10-01T00:00:00Z,NA
738,north irving,giinnrv,3626 N. MacArthur Blvd Ste 225,2223566aachmrrtu,irving,tx,75062,dallas,2004-06-02T00:00:00Z,NA
7101,collin county health care serv-wic,aaccceeehhilllnnoorrsttuvy,825 North McDonald Suite 120,012258acddlmno,mckinney,tx,75069,collin,NA,NA
7102,collin county health care services,aacccceeeehhiilllnnoorrssttuvy,900 East Park Blvd  Suite 165,001569,plano,tx,75074,collin,1993-11-08T00:00:00Z,NA
7667,rockwall field office,ackllorw,761 Justin Road  Suite C,167ijnu,rockwall,tx,75087,rockwall,1999-04-01T00:00:00Z,NA
1001,sherman wic  office,aehns,515 North Walnut,155atuw,sherman,tx,75090,grayson,NA,NA
7103,collin county wic,ccillnnootuy,303 West Hwy 78  Suite 102,00123378,wylie,tx,75098,collin,1995-09-18T00:00:00Z,NA
3910,canton wic,acnnot,237 South Trade Days Blvd,237aaddersty,canton,tx,75103,van zandt,2010-01-01T00:00:00Z,NA
6701,corsicana-navarro county wic,aaaaccinnnoorrtuvy,618 North Main,168aimn,corsicana,tx,75110,navarro,NA,NA
7691,ennis field office,einns,2604 North Kaufman Suite C,0246aafkmnu,ennis,tx,75119,ellis,1993-11-18T00:00:00Z,NA
730,duncanville,acdeillnnuv,1110 S. Santa Fe Trail.Ste.#1,01111aaefnst,duncanville,tx,75137,dallas,1995-09-01T00:00:00Z,NA
7650,kaufman field office,aafkmnu,100 Old Railroad Suite E and F,001adillor,kaufman,tx,75142,kaufman,1993-09-01T00:00:00Z,NA
8735,seven points  gun barrel wic clinic,abeeeglnnrrssuv,210 East Cedar Creek Parkway,012acder,seven points,tx,75143,somervell,2000-04-05T00:00:00Z,NA
6703,corsicana-navarro county public health district,aaaaabcccdehhiiiillnnnooprrrttuuvy,East Hwy 31,13,kerens,tx,75144,navarro,1995-06-07T00:00:00Z,NA
739,mesquite wic clinic,eeimtu,3218 Hwy 67 (I-30)Suite 120,00112233678,mesquite,tx,75150,dallas,2005-09-15T00:00:00Z,NA
7655,terrell field office,ellr,310 East Nash Street,013ahns,terrell,tx,75160,kaufman,1993-09-01T00:00:00Z,NA
7690,waxahachie field office,aaacehhiwx,110 Amanda Lane,011aam,waxahachie,tx,75165,ellis,1993-11-18T00:00:00Z,NA
9002,urban inter-tribal center,aabbiilnnrrtu,209 East Jefferson Blvd,029eeffjnors,dallas,tx,75203,dallas,2007-06-05T00:00:00Z,NA
734,wic site # 034,034eist,2377 North Stemmons Hwy #400,0023477mmnos,dallas,tx,75207,dallas,1996-11-01T00:00:00Z,NA
702,oak cliff,ako,1113 E. Jefferson Blvd Ste 100,0011113eeffjnors,dallas,tx,75208,dallas,NA,NA
703,west dallas,aadllsw,1050 N. Westmoreland Ste 316,0011356elmorw,dallas,tx,75211,dallas,NA,NA
9001,los barrios unidos wic services,abcdeeiiilnooorrrsssssuv,809 Singleton Blvd,089egilnnost,dallas,tx,75212,dallas,1994-10-01T00:00:00Z,NA
701,martin luther king jr health,aaeeghhhiijkllmnnrrrtttu,2922B MLK Jr Boulevard,2229bjklmr,dallas,tx,75215,dallas,NA,NA
710,lancaster-kiest wic site,aaceeiiklnrst,2645 South Lancaster Road,2456aaclnr,dallas,tx,75216,dallas,NA,NA
705,wic - southeast dallas,aadellss,6925 Lake June Road,2569aeejklnu,dallas,tx,75217,dallas,NA,NA
727,southeast copc clinic,cceops,9009 Bruton Road  Suite 441,0014499notu,dallas,tx,75217,dallas,1994-05-02T00:00:00Z,NA
717,northwest dallas wic site,aadeillnsstw,2415 West Northwest Hwy Ste107,0112457nw,dallas,tx,75220,dallas,NA,NA
725,southwest dallas clinic,aadllssw,1111 West Ledbetter Ste 600,0011116bdeelt,dallas,tx,75224,dallas,1993-12-12T00:00:00Z,NA
726,city of dallas-northeast,aacdefillnosty,3302 N Buckner Blvd  Ste 130,0012333bceknru,dallas,tx,75228,dallas,1994-07-01T00:00:00Z,NA
737,meadow park wic central iv,aacdeeilmnortvw,10260 N Central Expwy #220,00012226aceelnprtwxy,dallas,tx,75231,dallas,2003-08-27T00:00:00Z,NA
704,east dallas health center,aaadeehhlllst,3910 Gaston Suite 140,0011349agno,dallas,tx,75246,dallas,NA,NA
724,north central dallas,aaacdelllnnrst,8001 LBJ Freeway Suite 200,0000128bjl,dallas,tx,75251,dallas,NA,NA
7663,greenville,eeegillnrv,4907 Stonewall #C,0479aellnow,greenville,tx,75401,hunt,1999-04-01T00:00:00Z,NA
7666,bonham wic clinic,abhmno,1609 North Center Ste D,0169,bonham,tx,75418,fannin,1999-04-01T00:00:00Z,NA
8722,clarksville wic clinic,aceiklllrsv,1300 Business Hwy 37 North,001337beinsssu,clarksville,tx,75426,red river,NA,NA
7665,commerce clinic,cceemmor,1506 Live Oak  Suite A,0156aeiklov,commerce,tx,75428,hunt,1999-07-01T00:00:00Z,NA
8709,mount pleasant clinic,aaemnnosttu,1014 North Jefferson,0114eeffjnors,mount pleasant,tx,75455,titus,NA,NA
6201,paris-lamar county health dept,aaaehhillmnoprsttuy,740 SW 6th St  PO Box 938,0346789bhoopstwx,paris,tx,75460,lamar,NA,NA
7678,quinlan wic,ailnnqu,401 E. Richmond Street,014cdhimnor,quinlan,tx,75474,hunt,2004-11-15T00:00:00Z,NA
8718,sulphur springs clinic,gilnprrsssuu,1400 College Street Suite 167,0011467ceegllo,sulphur springs,tx,75482,hopkins,NA,NA
6501,texarkana  bowie county clinic,aaabceeiknnoorttuwxy,902 West 12th Street,01229ht,texarkana,tx,75501,bowie,NA,NA
3915,atlanta wic clinic,aaalntt,211 N Pinecrest Drive  Ste A,112ceeinpr,atlanta,tx,75551,cass,1998-11-01T00:00:00Z,NA
3916,linden wic clinic,deilnn,Courthouse Annex  PO Box 300,003behooopsux,linden,tx,75563,cass,1998-11-01T00:00:00Z,NA
10801,longview wellness centers,eeegillnosssvww,1107 East Marshall Suite C,0117aahllmrs,longview,tx,75601,gregg,2000-12-01T00:00:00Z,NA
3919,carthage wic clinic,aaceghrt,446 West Sabine/PO Box 398,344689abbeinoopsx,carthage,tx,75633,panola,1998-11-01T00:00:00Z,NA
3908,daingerfield wic,adeginr,1402B Linda Drive,0124abdiln,daingerfield,tx,75638,morris,2010-01-01T00:00:00Z,NA
3907,gilmer wic,egilmr,111 North Trinity Street,111iinrtty,gilmer,tx,75644,upshur,2010-01-01T00:00:00Z,NA
3920,henderson wic clinic,deehnnors,1227 Lone Star Street,1227aelnor,henderson,tx,75652,rusk,1998-11-01T00:00:00Z,NA
3917,jefferson wic clinic,eeffjnors,110 West Elizabeth Street,011abeehiltz,jefferson,tx,75657,marion,1998-11-01T00:00:00Z,NA
10803,longview wellness centers,eeegillnosssvww,1711 South Henderson  Ste 500,0011157deehnnors,kilgore,tx,75662,gregg,2002-05-01T00:00:00Z,NA
3918,marshall wic clinic,aahllmrs,310 East Bowie,013beiow,marshall,tx,75670,harrison,1998-11-01T00:00:00Z,NA
3914,family care center,aacefilmry,415 Troup Hwy,145oprtu,tyler,tx,75701,smith,1997-07-11T00:00:00Z,NA
3904,tyler wic clinic,elrty,815 North Broadway,158,tyler,tx,75702,smith,NA,NA
8726,athens wic clinic,aehnst,708 East Corsicana,078aacin,athens,tx,75751,henderson,NA,NA
3902,jacksonville wic clinic,aceijkllnosv,1656 South JacksonSuite 167,1156667acjknos,jacksonville,tx,75766,cherokee,NA,NA
3903,first united methodist church,ccdefhhhiimortu,402 West Hubbard,024abbhu,lindale,tx,75771,smith,1994-10-13T00:00:00Z,NA
3909,quitman wic,aimnqtu,1020B East Goode St  Box 1269,00112269bbdegooox,quitman,tx,75783,wood,2010-01-01T00:00:00Z,NA
8727,palestine clinic,aeeilnp,100 West Brazos,001aosz,palestine,tx,75801,anderson,NA,NA
3207,leon county wic clinic,celnnootuy,230 South Commerce,023cceemmor,centerville,tx,75833,leon,1993-10-11T00:00:00Z,NA
7706,u t m b- crockett wic,bccekmortttu,400 Alabama Street,004aaaablm,crockett,tx,75835,houston,1995-10-01T00:00:00Z,NA
10710,fairfield clinic,afir,724 West Commerce Street,247cceemmor,fairfield,tx,75840,freestone,2000-12-01T00:00:00Z,NA
7712,u t m b- groveton wic,bmnottu,219 West Front,129fnort,groveton,tx,75845,trinity,1995-10-01T00:00:00Z,NA
7707,u t m b- trinity wic,biimnrtttuy,832 South Robb Street,238bbor,trinity,tx,75862,trinity,1994-02-01T00:00:00Z,NA
5801,lufkin wic clinic,fiklnu,503 Hill Street,035hill,lufkin,tx,75904,angelina,NA,NA
3912,alto lions club wic clinic,aillnoost,103 North Marcus,013msu,alto,tx,75925,cherokee,1994-03-03T00:00:00Z,NA
7705,u t m b- center wic,bmtu,105 Foster Street,015for,center,tx,75935,shelby,1995-10-01T00:00:00Z,NA
7711,u t m b- corrigan wic,abcgimnorrtu,207 West Ben Franklin,027abefiklnnnr,corrigan,tx,75939,polk,NA,NA
5802,diboll wic clinic,bdillo,101 Thompson Street,011hmnoopst,diboll,tx,75941,angelina,NA,NA
5803,huntington wic clinic,ghinnnottu,Corner of Main  and FM 2109,0129affimmno,huntington,tx,75949,angelina,NA,NA
6102,jasper newton county public health district,aabccdeeehhiiijllnnnoopprrstttuuwy,139 West Lamar,139aalmr,jasper,tx,75951,jasper,NA,NA
6104,jasper newton county public health district,aabccdeeehhiiijllnnnoopprrstttuuwy,205A E Lavielle Street,025aaeeilllv,kirbyville,tx,75956,jasper,NA,NA
7704,u t m b- nacogdoches wic,abccdeghmnoostu,206 Mimms,026immms,nacogdoches,tx,75961,nacogdoches,1995-10-01T00:00:00Z,NA
6101,jasper newton county public health district,aabccdeeehhiiijllnnnoopprrstttuuwy,210 High Street,012ghhi,newton,tx,75966,newton,NA,NA
6106,pineland housing authority,aeghhiiilnnooprsttuuy,315 Dogwoood Street  Apt. 68,13568ddgoooow,pineland,tx,75968,sabine,NA,NA
6107,wic-06107,00167,104 US Hwy 96 South,01469su,san augustine,tx,75972,san augustine,NA,NA
7710,u t m b- woodville wic,bdeillmootuvw,302 North Magnolia,023aagilmno,woodville,tx,75979,tyler,1995-10-01T00:00:00Z,NA
5804,zavalla wic clinic,aaallvz,838 E Main Zavalla City Hall,388aaaaachiillllmntvyz,zavalla,tx,75980,angelina,NA,NA
5403,new york wic clinic,eknorwy,1608 New York Avenue,0168eknorwy,arlington,tx,76010,tarrant,NA,NA
5409,randol mill wic clinic,illlmor,536 West  Randol Mill Road,356illlmor,arlington,tx,76011,tarrant,NA,NA
5413,pantego  west arlington clinic,aaeggilnnnooprttw,2208 West Park Row Ste 110,0011228orw,pantego,tx,76013,tarrant,1994-08-09T00:00:00Z,NA
5439,south east green oaks,aeeegknorss,2001 SE Green Oaks Blvd.Ste150,0001125aeeegknorss,arlington,tx,76018,tarrant,2008-02-05T00:00:00Z,NA
5408,azle wic clinic,aelz,401 Stribling Drive,014bgiilnr,azle,tx,76020,tarrant,NA,NA
5401,brown trail,now,813 Brown Trail,138now,bedford,tx,76022,tarrant,NA,NA
7646,burleson wic clinic,belnorsu,228 S.W. Wilshire,228ehiilrsw,burleson,tx,76028,johnson,1994-08-29T00:00:00Z,NA
7620,cleburne field office,bceelnru,106 Delrio Court,016deilor,cleburne,tx,76033,johnson,1993-09-01T00:00:00Z,NA
5410,euless wic clinic,eelssu,417 West Euless Blvd  Ste 200,001247eelssu,euless,tx,76040,tarrant,NA,NA
7681,glen rose field office,eors,111 South FM 56,11156fm,glen rose,tx,76043,somervell,1993-09-01T00:00:00Z,NA
7685,granbury field office,abgnrruy,1310 Weatherford Hwy,0113aeehrtw,granbury,tx,76048,hood,1993-09-01T00:00:00Z,NA
5406,mansfield wic clinic,amns,1585 East Broad St. Ste 104,0114558,mansfield,tx,76063,tarrant,NA,NA
7670,mineral wells wic office,aeeilllmnrsw,208 Northwest 2nd Street,0228dnnw,mineral wells,tx,76067,palo pinto,1993-08-01T00:00:00Z,NA
7673,springtown wic,ginnoprstw,628 North Avenue D,268,springtown,tx,76082,parker,2004-11-16T00:00:00Z,NA
7675,weatherford wic office,aeehrtw,1508 Fort Worth Hwy Ste.200,0001258fhoorrttw,weatherford,tx,76086,parker,1993-10-25T00:00:00Z,NA
5419,southside clinic,deiss,1101 South Main St.  Ste1401,00111114aimn,fort worth,tx,76104,tarrant,NA,NA
5435,fiesta plaza,aefi,245 Northeast 28th Street,22458ehnt,fort worth,tx,76106,tarrant,2000-01-18T00:00:00Z,NA
5438,northside,deins,101 NE 21st Street,01112en,fort worth,tx,76106,tarrant,2002-06-04T00:00:00Z,NA
5405,white settlement wic clinic,eeeehilmnsttttw,1638 South Cherry Lane,1368cehrry,white settlement,tx,76108,tarrant,NA,NA
5434,east side clinic,deeis,1100 Bridgewood  Suite 110,0001111doow,fort worth,tx,76112,tarrant,2000-01-06T00:00:00Z,NA
5424,la gran plaza,aaglnr,4200 South Freeway,0024,fort worth,tx,76115,tarrant,1994-03-05T00:00:00Z,NA
5407,haltom city clinic,achilmotty,4113 Denton Highway,1134dennot,haltom city,tx,76117,tarrant,NA,NA
5412,resource connection,cceeeinnnooorrsu,2100 Circle Drive,0012,fort worth,tx,76119,tarrant,NA,NA
5418,miller street wic office,eillmr,3212 Miller Avenue,1223eillmr,fort worth,tx,76119,tarrant,1997-10-01T00:00:00Z,NA
5417,southwest wic clinic,sw,6551 Grandbury Road,1556bgrruy,fort worth,tx,76133,tarrant,1997-10-01T00:00:00Z,NA
5402,lake worth wic clinic,aehklortw,3800 Adam Grubb Road,0038aabbdgmru,lake worth,tx,76135,tarrant,NA,NA
5440,watauga wic clinic,aaagtuw,6601 Watauga Road,0166aaagtuw,watauga,tx,76148,tarrant,2008-06-04T00:00:00Z,NA
3501,denton county health department,acdeehhlnnnootttuy,535 SOUTH LOOP 288 SUITE 1066,0123556688loop,denton,tx,76205,denton,NA,NA
7608,bowie clinic,beiow,204 North Smythe,024ehmsty,bowie,tx,76230,montague,1993-08-01T00:00:00Z,NA
7630,decatur wic office,acdertu,2306 South FM 51,012356fm,decatur,tx,76234,wise,1993-08-01T00:00:00Z,NA
7640,gainesville field office,aeegiillnsv,1103 East California Street,0113aacfiilnor,gainesville,tx,76240,cooke,1993-08-01T00:00:00Z,NA
7653,debra stabeno wic clinic,aabdeeno,400 Hobson  Street,004bhnoos,nocona,tx,76255,montague,1995-07-10T00:00:00Z,NA
2101,wichita falls city-county health,aaccehhhiilnottttuyy,1700 Third Street,0017hit,wichita falls,tx,76301,wichita,NA,NA
2106,family support center,afilmopprstuy,729 9th Avenue  Bldg. 962,2267999ht,sheppard air force,tx,76311,wichita,1995-03-07T00:00:00Z,NA
7616,archer city clinic,cehirty,509 South Cedar  PO Box 931,013599abcdeooprx,archer city,tx,76351,archer,NA,NA
2104,grace lutheran church,aaccceeghhhlnrrrtuu,309 North Avenue E,039,burkburnett,tx,76354,wichita,NA,NA
2103,electra service corporation,aacceeeeiilnoooprrrstv,503 West Michigan,035acghiimn,electra,tx,76360,wichita,NA,NA
2105,henrietta clinic,aeehinrtt,216 North Hancock,126acchkno,henrietta,tx,76365,clay,NA,NA
7625,olney satellite clinic,aeeeillostty,1016 Arbor Street,0116aborr,olney,tx,76374,young,1993-07-27T00:00:00Z,NA
7609,seymour clinic,emorsuy,108 South Washington,018aghinnostw,seymour,tx,76380,baylor,1993-09-01T00:00:00Z,NA
7617,vernon field office,ennorv,2400 Texas,0024aestx,vernon,tx,76384,wilbarger,NA,NA
7680,stephenville field office,eeillnv,125 West Oak,125ako,stephenville,tx,76401,erath,1993-01-08T00:00:00Z,NA
7602,breckenridge field office,ceekn,222 North Baylor,222ablory,breckenridge,tx,76424,stephens,1993-09-01T00:00:00Z,NA
7626,albany satellite office,aaabeeilllnstty,725 Pate Street,257aept,albany,tx,76430,shackelford,1993-09-01T00:00:00Z,NA
7679,cross plains wic clinic,acinorsss,200 North Main,002aimn,cross plains,tx,76443,callahan,2008-07-01T00:00:00Z,NA
4501,cross timbers-health clinics,abceehhilmorrssst,1100 W Reynosa Street,0011aenorsy,de leon,tx,76444,comanche,NA,NA
7692,dublin wic office,bdilnu,708 Shehan,078aehhns,dublin,tx,76446,erath,1995-08-28T00:00:00Z,NA
7612,eastland field office,el,2895 IH-20 West,022589hi,eastland,tx,76448,eastland,1993-09-01T00:00:00Z,NA
7604,graham field office,aaghmr,2015 Hwy 16 South Suite C,011256,graham,tx,76450,young,1993-09-01T00:00:00Z,NA
7618,jacksboro clinic,abcjkoors,212 North Church Street Ste. B,122cchhru,jacksboro,tx,76458,jack,NA,NA
3101,temple clinic,eemt,201 North 8th Street,0128ht,temple,tx,76501,bell,NA,NA
4207,bartlett head start,aaabdeehlrrtttt,431 South Bowie St,134beiow,bartlett,tx,76511,williamson,1994-09-13T00:00:00Z,NA
10501,milam county wic  cameron,aacceilmmmnnoortuy,211 South Houston,112hnoou,cameron,tx,76520,milam,1998-11-01T00:00:00Z,NA
3103,copperas cove clinic,aceopprs,213 West Avenue D,123,copperas cove,tx,76522,coryell,NA,NA
7664,gatesville clinic,aeegillstv,104 South Lutterloh,014hllotu,gatesville,tx,76528,coryell,1999-03-15T00:00:00Z,NA
7659,hamilton county wic  hamilton,aachhiillmmnnnoootttuy,200-A East Gentry,002egnrty,hamilton,tx,76531,hamilton,1998-01-01T00:00:00Z,NA
3102,killeen clinic,eeiklln,111 Santa Fe Plaza,111aaefnst,killeen,tx,76541,bell,NA,NA
3104,fort hood clinic,dfhooort,"Bldg. 289, Battalion Avenue",289aabilnott,fort hood,tx,76544,bell,1995-10-01T00:00:00Z,NA
7658,lampasas clinic,aaalmpss,305 South Key Avenue,035eky,lampasas,tx,76550,lampasas,1998-01-01T00:00:00Z,NA
10502,milam county wic  rockdale,acciklmmnoortuy,313 North Main,133aimn,rockdale,tx,76567,milam,1998-11-01T00:00:00Z,NA
4202,taylor health clinic,aaehhllortty,115 West 6th Street,1156ht,taylor,tx,76574,williamson,NA,NA
6702,corsicana-navarro county public health district,aaaaabcccdehhiiiillnnnooprrrttuuvy,200 South Fordyce,002cey,blooming grove,tx,76626,navarro,1994-12-07T00:00:00Z,NA
10708,clifton clinic,cfilnot,113 North Avenue D,113,clifton,tx,76634,bosque,2000-12-01T00:00:00Z,NA
10701,hillsboro clinic,bhilloors,123 East Elm Street,123elm,hillsboro,tx,76645,hill,2000-12-01T00:00:00Z,NA
2203,mcgregor clinic,ceggmorr,217 South Madison,127adimnos,mcgregor,tx,76657,mclennan,NA,NA
7662,marlin wic,ailmnr,211A Fortune Street,112aefnortu,marlin,tx,76661,falls,1998-06-01T00:00:00Z,NA
2202,mart clinic,amrt,215 North Elm,125elm,mart,tx,76664,mclennan,NA,NA
10705,mexia clinic,aeimx,403 North Bailey Street,034abeily,mexia,tx,76667,limestone,2000-12-01T00:00:00Z,NA
2204,washington clinic,aghinnostw,1105 WASHINGTON AVENUE,0115aghinnostw,waco,tx,76701,mclennan,NA,NA
2206,tstc wic clinic,ct,94 Scott Circle,49costt,waco,tx,76705,mclennan,1995-05-15T00:00:00Z,NA
2201,waco-mclennan county health dept,aaaccceehhllmnnnnoottuwy,225 West Waco Drive,225acow,waco,tx,76707,mclennan,NA,NA
7401,brownwood-brown county hlth dept,cdhhlnnnooooottuwwwy,510 East Lee Street,015eel,brownwood,tx,76801,brown,NA,NA
5603,ballinger wic clinic,abegillnr,706 Strong Avenue Town Room,067gnnoortw,ballinger,tx,76821,runnels,NA,NA
8340,brady,ady,1004 South Bridge Street,0014,brady,tx,76825,mcculloch,NA,NA
8354,mason wic,amnos,1004 South Bridge,0014,brady,tx,76825,mcculloch,2005-02-01T00:00:00Z,NA
5604,coleman wic clinic,acelmno,303 East College Street,033ceegllo,coleman,tx,76834,coleman,NA,NA
7669,goldthwaite clinic,adeghilottw,1219 Parker,1129er,goldthwaite,tx,76844,mills,1999-08-01T00:00:00Z,NA
8343,junction,,1003 College Street,0013ceegllo,junction,tx,76849,kimble,NA,NA
8341,menard,aemn,1004 South Bridge Street,0014,brady,tx,76859,menard,NA,NA
7671,san saba clinic,aaabnss,2005 West Wallace  Suite 110,0001125aacellw,san saba,tx,76877,san saba,1999-10-21T00:00:00Z,NA
5601,san angelo wic,aaeglnnos,424 South Chadbourne,244abcdehnoru,san angelo,tx,76903,tom green,NA,NA
9447,big lake clinic,abegikl,902 North Montana,029aamnnot,big lake,tx,76932,reagan,1996-01-01T00:00:00Z,NA
8353,eldorado wic,addeloor,105 West Calendar Street,015aacdelnr,eldorado,tx,76936,schleicher,2004-05-03T00:00:00Z,NA
9446,ozona,anooz,106 Medical Drive,016acdeilm,ozona,tx,76943,crockett,1996-01-01T00:00:00Z,NA
8344,sonora,anoors,1005 Eaton Street Ste B,0015aenot,sonora,tx,76950,sutton,NA,NA
2635,west end wic site,deeinstw,190 Heights Blvd.,019,houston,tx,77002,harris,2008-07-07T00:00:00Z,NA
2624,la nueva casa wic center,aaaacelnsuv,1809 North Main,0189aimn,houston,tx,77009,harris,1996-12-02T00:00:00Z,NA
2603,magnolia multi-service center wic center,aaceegiiillmmnorstuv,7037 Capitol  No 201,0012377acilnoopt,houston,tx,77011,harris,NA,NA
1715,north channel wic clinic,acehlnnn,13457 East Freeway,13457,houston,tx,77015,harris,1996-08-15T00:00:00Z,NA
2602,northeast wic center,en,9720 Spaulding Street,0279adgilnpsu,houston,tx,77016,harris,1993-11-05T00:00:00Z,NA
1708,the hobby area clinic,aabbeehhorty,8221 Gulf Freeway Suite 200,0012228fglu,houston,tx,77017,harris,1996-08-14T00:00:00Z,NA
2612,denver harbor wic center,abdeehnorrrv,6402 Market Street,0246aekmrt,houston,tx,77020,harris,NA,NA
