siteid,name,f_name,street_address,f_addr,city,state,zipcode,county_name,phone,toll_free,fax,email,website,hours,live_chat_url,latitude,longitude,is_mobile
2607,acres homes wic,aehmos,6719 West Montgomery,1679egmmnoorty,houston,tx,77091,harris,832-393-5427,NA,832-393-4128,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 1st Sat | 8:00-12:00 && Friday after 1st Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.85747,-95.42148,NO
2616,dr chana ( airline ) wic center,aaacehiilnnr,5990 Airline Drive Suite 200,0002599aeiilnr,houston,tx,77076,harris,832-393-5427,NA,713-742-4897,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 2nd Sat | 8:00-12:00 && Friday after 2nd Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.85274,-95.38346,NO
4802,antoine wic center,aeinnot,5815 Antoine Suite #A,1558aeinnot,houston,tx,77091,harris,713-407-5800,NA,713-602-3440,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,29.84953,-95.47466,NO
2604,northwest wic center,nw,8536 Hammerly,3568aehlmmry,houston,tx,77055,harris,832-393-5427,NA,713-973-0182,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 3rd Sat | 8:00-12:00 && Friday after 3rd Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.8111149,-95.499692,NO
2615,northside wic center,deins,8504 Schuller,0458cehllrsu,houston,tx,77093,harris,832-393-5427,NA,713-742-1310,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 2nd Sat | 8:00-12:00 && Friday after 2nd Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.836968,-95.3411701,NO
1715,north channel wic clinic,acehlnnn,13457 East Freeway,13457,houston,tx,77015,harris,713-500-2800,NA,713-451-8091,Wicnchannelclinic@Uth.Tmc.Edu,https://med.uth.edu/wic/,Mon - Fri  |  7:30-4:00  Lunch 11:00-11:30 && 1St Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Monday && 3Rd Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Friday,NA,29.7710989,-95.1841955,NO
4822,emerald plaza wic center,adeelmr,"11509 Veterans Memorial, Suite 400",00011459aaeeilmmnorsv,houston,tx,77067,harris,713-407-5800,NA,281-444-1594,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,29.94908,-95.46968,NO
4807,cypress station wic center,ceprssy,221 Fm 1960 West Ste A,0112269fm,houston,tx,77090,harris,713-407-5800,NA,281-880-4850,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,30.0202605,-95.4313062,NO
4824,fallbrook wic center,afll,"14901 SH 249 Tomball Parkway, Suite 107",00111244799abhllmost,houston,tx,77086,harris,713-407-5800,NA,281-583-0677,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,29.9306808,-95.5084197,NO
1718,ut greenspoint clinic,eegnrstu,11120 North Freeway Ste B,01112,houston,tx,77037,harris,713-500-2800,NA,281-590-3588,Wicgreenspoint@Uth.Tmc.Edu,https://med.uth.edu/wic/,Mon - Fri  |  7:30-4:00  Lunch 11:00-11:30 && 1St Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Monday && 3Rd Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Friday,NA,29.926971,-95.410642,NO
2602,northeast wic center,en,9720 Spaulding Street,0279adgilnpsu,houston,tx,77016,harris,832-393-5427,NA,713-636-8230,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 3rd Sat | 8:00-12:00 && Friday after 3rd Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.8496866,-95.3033739,NO
2630,aldine community wic,acdeilmmnoy,3000 Aldine Mail Route,0003aadeiillmn,houston,tx,77039,harris,832-393-5427,NA,281-986-4855,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 4th Sat | 8:00-12:00 && Friday after 4th Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.9023226,-95.3566146,NO
1706,spring branch wic clinic,ginprs,8575 Pitner,5578einprt,houston,tx,77080,harris,713-500-2800,NA,713-690-3931,Wicsbranchclinic@Uth.Tmc.Edu,https://med.uth.edu/wic/,Mon - Fri  |  7:30-4:00  Lunch 11:00-11:30 && 1St Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Monday && 3Rd Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Friday,NA,29.82755,-95.50039,NO
2634,sharpstown wic clinic,ahnoprsw,6201 Bonhomme Road Suite 300,0001236behmmnoo,houston,tx,77036,harris,832-393-5427,NA,713-977-1418,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 4th Sat | 8:00-12:00 && Friday after 4th Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.71167,-95.51249,NO
1702,power center wic clinic,eoprw,12401 1/2 So Post Oak Rd # 128,0111122248akooops,houston,tx,77045,harris,713-500-2800,NA,713-728-8620,Wicpowercenter@Uth.Tmc.Edu,https://med.uth.edu/wic/,Mon - Fri  |  7:30-4:00  Lunch 11:00-11:30 && 1St Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Monday && 3Rd Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Friday,NA,29.64643,-95.4626399,NO
2625,braesner wic,aeenrs,10039 Bissonet Suite 120,00011239beinosst,houston,tx,77036,harris,832-393-5427,NA,713-773-7505,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 2nd Sat | 8:00-12:00 && Friday after 2nd Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.674543,-95.55414,NO
2902,stafford wic clinic,af,10435 Greenbough United Way,01345bdeeegghnoru,stafford,tx,77477,harris,281-969-1836,NA,281-979-1764,NA,NA,Mon | 8:00-5:00 Lunch 12:00-1:00 && Tue | 8:00-7:00 Lunch 12:00-1:00 && Wed | 8:00-5:00 Lunch 12:00-1:00 && Thu | 8:00-6:00 Lunch 12:00-1:00 && Fri/3rd Sat | 8:00-1:00 && Closed Friday before 3rd Saturday,NA,29.62103,-95.56242,NO
7701,u t m b- stafford wic,abfmtu,2503 South Main Suite F,0235aimn,stafford,tx,77477,harris,281-499-1894,NA,281-499-2946,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon  |  9:00-6:00  &&  Tue  | 8:00-6:00  &&  Wed/Thu  |  8:00-5:00  &&  Fri  |  8:00-3:00  &&  2nd Sat  |  7:30-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,29.61376,-95.55295,NO
2606,alief wic center,aefil,11903 Bellaire Blvd,01139abeeillr,houston,tx,77072,harris,832-393-5427,NA,281-776-3197,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 1st Sat | 8:00-12:00 && Friday after 1st Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.70268,-95.58889,NO
4821,scarsdale wic center,acrss,"10851 Scarsdale Boulevard, Suite 116",01111568acrss,houston,tx,77089,harris,713-407-5800,NA,281-922-6547,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,29.5842385,-95.2144088,NO
4820,bear creek wic center,aber,"16233 Clay Road, Suite 318",11233368acly,houston,tx,77084,harris,713-407-5800,NA,281-345-8645,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,29.835905,-95.648602,NO
4608,pearland wic clinic,aelpr,2825 Miller Ranch Road Ste 233,2223358acehillmnrr,pearland,tx,77584,harris,281-756-1576,NA,713-436-6918,NA,NA,Mon/Wed  | 8:00-5:30  Lunch 12:30-1:00 && Tue | 8:30-6:00  Lunch 12:30-1:00 &&  Thu | 9:00-5:30  Lunch 12:30-1:00 && Fri | 7:00-12:00  Closed 2nd Fri && 1st Sat | 7:30-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=046,29.5580161,-95.3730829,NO
7715,u t m b- league city wic,abceegilmttuuy,1100 Gulf Freeway Suite 108,0001118fglu,league city,tx,77573,harris,281-557-9400,NA,281-557-9880,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon | 8:00-6:00 && Tue | 8:00-6:00 Lunch 12:30-1:30 &&  Wed/Thu | 8:00-5:00  &&  Fri  |  8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,29.49454,-95.10823,NO
7702,u t m b- pearland wic,abelmprtu,2750 East Broadway,0257,pearland,tx,77581,harris,281-485-0865,NA,281-412-5971,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon/ Tue  |  8:00-6:00  &&  Wed/Thu  |  8:00-5:00  &&  Fri  |  8:00-3:00  && 2nd Sat | 8:00-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=077,29.5551512,-95.2619718,NO
4803,humble wic center,behlmu,8950 Will Clayton Pkwy. Suite A,0589acilllnotwy,humble,tx,77338,harris,713-407-5800,NA,281-446-2510,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,29.9790051,-95.2481598,NO
7718,conroe clinic,cenoor,703 East Davis,037adisv,conroe,tx,77301,montgomery,936-539-3399,NA,936-539-1735,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon |  8:00-7:00  &&  Tue | 8:00-7:00 Lunch 12:30-1:30 && Wed/Thu  |  7:00-6:00  &&  2Nd Sat  |  8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.3143184,-95.4495632,NO
7723,lone star clinic,aelnor,605 S Conroe Medical Dr,056accdeeilmnoor,conroe,tx,77304,montgomery,936-788-5301,NA,--,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon  |  9:00-6:00  &&  Tue |  8:00-5:00 Lunch 12:30-1:30 && Wed/Thu  |  8:00-5:00  &&  Fri  |  8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.28514,-95.47124,NO
7703,u t m b- huntsville wic,behillmnsttuuv,1210 10Th Street,001112ht,huntsville,tx,77340,walker,936-295-0552,NA,936-295-5030,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon  |  9:00-6:00  && Tue | 9:00-6:00 Lunch 12:30-1:30 && Wed/Thu  |  8:00-5:00  &&  Fri  |  8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.72541,-95.55251,NO
7709,u t m b- coldspring wic,bcdgilmnoprstu,1 State Hwy 150 B1,01115abet,coldspring,tx,77331,san jacinto,936-653-2799,NA,936-653-4473,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,1St/2Nd/4Th Tue 9:45-3:00 Lunch 12:00-1:00  &&  Thu  9:45-3:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.59248,-95.12909,NO
4816,tomball wic center,abllmot,701 East Main Street Suite 145,011457aimn,tomball,tx,77375,harris,713-407-5800,NA,281-290-6780,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,30.10119,-95.6063099,NO
7708,u t m b- livingston wic,bgiilmnnotuv,410 East Church Suite C,014cchhru,livingston,tx,77351,polk,936-327-5433,NA,936-328-8122,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon | 9:00-6:00  && Tue | 9:00-6:00 Lunch 12:30-1:30  Wed/Thu  |  8:00-5:00  &&  Fri  |  8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.7108839,-94.9299003,NO
7720,magnolia clinic,aagilmno,18602 Fm 1488 Ste 600,000112466888fm,magnolia,tx,77355,montgomery,281-259-2404,NA,936-539-1735,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon | 9:00-6:00  && Tue | 9:00-6:00 Lunch 12:30-1:30 && Wed/Thu  |  8:00-5:00  &&  Fri  |  8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.21349,-95.75335,NO
7719,new caney clinic,aceennwy,21134 Hwy 59 North,1123459,new caney,tx,77357,montgomery,281-577-8967,NA,281-577-8959,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon  |  10:00-7:00  &&  Tue  | 9:00-6:00 Lunch 12:30-1:30 &&  Wed/Thu  |  8:00-5:00  &&  Fri  |  8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.13922,-95.2272799,NO
6001,bay city clinic,abcityy,3007 Avenue F,0037,bay city,tx,77414,matagorda,979-245-9848,NA,979-323-0355,WIC@MatagordaRegional.org,MatagordaRegional.org/WIC,Mon/Tue/Thu | 7:30-5:30 && Fri | 8:00 - 12:00,NA,28.97272,-95.96927,NO
2911,bellville wic clinic,beeillllv,800 Wendt St,008dentw,bellville,tx,77418,austin,979-865-9140,NA,979-865-9936,NA,NA,2nd/4th Mon | 8:00-5:30 Lunch 12:00-1:00 && Tue/Thu | 8:00-5:30 Lunch 12:00-1:00,NA,29.94009,-96.2539,NO
4606,brazoria wic clinic,aaiorz,203  North Nevada Street,023aadenv,brazoria,tx,77422,brazoria,979-864-1576,NA,979-798-1485,NA,NA,Mon/Wed  |  8:00-5:30  Lunch 12:30-1:00  &&  Fri  |  8:00-1:00  &&1St Sat | 7:30-12:30  && Closed 2nd Fri  && Closed Tue/Thur,https://texaswic.org/about-wic/live-chat-with-wic?la=046,29.0467153,-95.5718274,NO
2912,brookshire wic clinic,ehirs,531 Fm 359 South,133559fm,brookshire,tx,77423,waller,281-822-4242,NA,936-857-2000,NA,NA,Mon/Wed/Thu | 8:00-5:30 Lunch 12:00-1:00 && Tue | 8:00-6:00 Lunch 12:00-1:00 && Fri | 8:00-1:30,NA,29.7743,-95.95063,NO
6002,palacios clinic,aacilops,304 4th St,0344ht,palacios,tx,77465,matagorda,361-972-2351,NA,361-972-1578,WIC@MatagordaRegional.org,MatagordaRegional.org/WIC,Wed | 9:00-5:00  Lunch 12:00-1:00,NA,28.701649,-96.215057,NO
2914,eagle lake wic clinic,aaeeegkll,"First Baptist Church, 527 N Lake Ave",257abccefhhiiklrru,eagle lake,tx,77434,colorado,979-234-2066,NA,--,NA,NA,1st/3rd Mon | 1:00-4:30 && 2nd/4th Wed | 9:00-1:00,NA,29.59103,-96.32864,NO
2910,hempstead wic clinic,adehmp,1737 13Th St,113377ht,hempstead,tx,77445,waller,936-261-1440,NA,936-261-1451,NA,NA,Mon/Tue | 8:00-6:00 Lunch 12:00-1:00 && Wed/Thu | 8:00-5:30 Lunch 12:00-1:00 && Fri/3rd Sat | 8:00-1:00 && Closed Fri before 3rd Sat,NA,30.088731,-96.082608,NO
2903,wharton wic clinic,ahnortw,2015 N Fulton St,0125flnotu,wharton,tx,77488,wharton,979-532-8755,NA,979-532-0500,NA,NA,Mon | 8:00-5:00 Lunch 12:00-1:00 && Tue | 8:00-7:00 Lunch 12:00-1:00 && Wed | 8:00-5:00 Lunch 12:00-1:00 && Thu | 8:00-6:00 Lunch 12:00-1:00 && Fri/3rd Sat | 8:00-1:00 && Closed Friday before 3rd Saturday,NA,29.32921,-96.09323,NO
2908,katy wic clinic,akty,1260 Pin Oak Rd Ste 110,0011126aiknop,katy,tx,77494,harris,281-391-4168,NA,281-391-2068,NA,NA,Mon | 8:00-7:00 Lunch 12:00-1:00 && Tue/Wed/Thu | 8:00-5:30 Lunch 12:00-1:00 && Fri/3rd Sat | 8:00-12:30,NA,29.77156,-95.81862,NO
2901,rosenberg wic clinic,beegnorrs,1720 Bf Terry Blvd Suite A,0127bfry,rosenberg,tx,77471,fort bend,281-238-2306,NA,281-238-2350,NA,NA,Mon | 8:00-5:00 Lunch 12:00-1:00 && Tue | 8:00-7:00 Lunch 12:00-1:00 && Wed | 8:00-5:00 Lunch 12:00-1:00 && Thu | 8:00-6:00 Lunch 12:00-1:00 && Fri/3rd Sat | 8:00-1:00,NA,29.55428,-95.76698,NO
2909,sealy wic clinic,es,526 Ward Street,256aw,sealy,tx,77474,austin,979-885-0517,NA,979-885-0518,NA,NA,1st/3rd/5th Mon | 8:00-5:30 Lunch 12:00-1:00 && Wed | 8:00-6:00 Lunch 12:00-1:00 && Fri/3rd Sat | 8:00-1:30,NA,29.77764,-96.16002,NO
4808,southeast wic center,es,3737 Red Bluff Rd,3377der,pasadena,tx,77503,harris,713-407-5800,NA,713-947-6668,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,29.68563,-95.1556,NO
1101,texas city wic office,aceisttxy,"9850 Emmett F Lowry Expressway, Suite B 101",0011589eemmtt,texas city,tx,77591,galveston,409-949-3471,NA,409-949-3475,Trice@Gchd.Org,https://www.gchd.org/,Mon | 8:00-2:00 && Tue | 8:00-7:00 Lunch 12:00-1:00 && Wed | 8:00-5:00 Lunch 12:00-1:00 && Thu | 8:00-7:00 Lunch 12:00-1:00 && Fri/ 2nd Sat | 8:00-2:00 && Closed Monday after the 2nd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=011,29.4019357,-95.0197076,NO
4603,alvin wic clinic,ailnv,1009 South Hood Street,0019dhoo,alvin,tx,77511,brazoria,281-756-1576,NA,281-585-3168,NA,NA,Mon/Wed  | 8:00-5:30  Lunch 12:30-1:00 && Tue | 8:30-6:00  Lunch 12:30-1:00 &&  Thu | 9:00-5:30  Lunch 12:30-1:00 && Fri | 7:00-12:00  Closed 2nd Fri && 1st Sat | 7:30-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=046,29.41571,-95.24548,NO
7001,chambers county health department-wic,aabcceehhhlmnorsttuy,102 Airport Rd,012aioprrt,anahuac,tx,77514,chambers,409-267-2772,NA,409-267-2773,atorres@chamberstx.gov,NA,Mon | 8:00-6:30  Lunch 12:00-1:00,NA,29.768585,-94.657153,NO
4601,angleton,aeglnnot,1108-C East Mulberry St,0118belmrruy,angleton,tx,77515,brazoria,979-864-1576,NA,979-848-2780,NA,NA,Mon/Wed  | 8:00-5:30  Lunch 12:30-1:00 && Tue | 8:30-6:00  Lunch 12:30-1:00 &&  Thu | 9:00-5:30  Lunch 12:30-1:00 && Fri | 7:00-12:00  Closed 2nd Fri && 1st Sat | 7:30-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=046,29.1694879,-95.4181701,NO
4809,baytown wic center,abnotwy,1000 Lee Dr,0001eel,baytown,tx,77520,harris,713-407-5800,NA,281-424-4175,NA,https://publichealth.harriscountytx.gov/Divisions-Offices/Divisions/Community-Health-Wellness-Divisi,Mon/ Tue/ Wed/ Thu | 8:00-5:30 && Fri | 8:00-12:00 && 3rd Sat of the month | 8:00-12:00 && Closed the Friday after the 3rd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=048,29.7681924,-95.0102553,NO
7003,mount belvieu clinic,beeilmnotuuv,10616 Eagle Drive,01166aeegl,mount belvieu,tx,77580,chambers,409-267-2620,NA,281-576-2619,atorres@chamberstx.gov,NA,Thu | 8:00-6:30 Lunch 12:00-1:00,NA,29.849,-94.85912,NO
4602,lake jackson wic clinic,aacejkklnos,202 Peach St,022acehp,lake jackson,tx,77566,brazoria,979-388-1576,NA,979-265-4071,NA,NA,Mon/Wed  | 8:00-5:30  Lunch 12:30-1:00 && Tue | 8:30-6:00  Lunch 12:30-1:00 &&  Thu | 9:00-5:30  Lunch 12:30-1:00 && Fri | 7:00-12:00  Closed 2nd Fri && 1st Sat | 7:30-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=046,29.020375,-95.425755,NO
1104,dickinson wic clinic,cdiiknnos,"2401 Termini St, Suite 100-B , Amegy Bank 1St Floor",00011124aabeegiikmnnty,dickinson,tx,77539,galveston,281-337-7606,NA,281-534-3646,Trice@Gchd.Org,https://www.gchd.org/,Mon | 8:00-2:00 && Wed | 8:00-7:00 Lunch 12:00-1:00 && Thu | 1:30-5:00 && 2nd Sat | 8:00-2:00 && Closed Monday after the 2nd Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=011,29.461102,-95.05584,NO
1112,moody early childhood center wic office,acdddehhillmooooryy,1110 21st St,011112,galveston,tx,77550,galveston,409-978-4482,NA,NA,Trice@Gchd.Org,https://www.gchd.org/,Tue | 8:00-12:00 && Thu | 1:00-5:00,https://texaswic.org/about-wic/live-chat-with-wic?la=011,29.29945,-94.78881,NO
1102,island community health center-wic,acehhillmmosty,4700 Broadway St,0047,galveston,tx,77550,galveston,409-763-7207,NA,409-763-7295,Trice@Gchd.Org,https://www.gchd.org/,Tue | 8:00-7:00 Lunch 12:00-1:00 && Thu | 8:00-12:00 && Fri/ 4th Sat | 8:00-2:00 && Closed Friday prior to 4th Sat,https://texaswic.org/about-wic/live-chat-with-wic?la=011,29.294214,-94.820041,NO
7721,liberty wic clinic,beilrty,501 A Palmer St,015aelmpr,liberty,tx,77575,liberty,(936) 336-3859,NA,NA,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon/Tue  | 9:00-6:00  &&  Wed/Thu  |  8:00-5:00  &&  Fri  |  8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.05257,-94.812999,NO
6103,jasper-newton county public health,aabcceeehhijllnnnoopprstttuuwy,33625 US-96,2335669su,buna,tx,77612,jasper,409-994-5950,NA,409-994-4086,wic6100@jaspernewton.org,https://www.jaspernewton.org/,Mon/Tue | 7:00-4:30  Lunch 12:00-12:30,NA,30.46014,-93.962,NO
6301,hardin county health dept,aacehhhilnnottuy,1135 Redwood St,1135ddeoorw,kountze,tx,77625,hardin,409-246-8383,NA,--,NA,NA,Full Services Available Tue/Thu | 7:00-6:00  && By Appointment Only Mon/Wed/Fri | 8:00-5:00 Lunch 12:00-1:00,NA,30.3684203,-94.317599,NO
7717,u t m b- vidor wic,bdimortuv,2014 N 10Th St,001124ht,orange,tx,77630,orange,409-883-9115,NA,409-783-9164,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon/Tue | 8:00-6:00 && Wed | 8:00-5:00 && Fri | 8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.110485,-93.740299,NO
7716,u t m b- orange wic,abegmnortu,2014 N 10Th St,001124ht,orange,tx,77630,orange,409-883-9115,NA,409-883-8140,JSNeal@UTMB.edu,https://www.utmbhealth.com/services/rmchp/,Mon/Tue | 8:00-6:00 && Wed/Thu | 8:00-5:00 && Fri | 8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=077,30.110485,-93.740299,NO
3001,city of port arthur health dept.,aacefhhhilooprrrttttuy,5860 9th Avenue,05689ht,port arthur,tx,77642,jefferson,409-983-8875,NA,--,Christina.Patteson@Portarthurtx.Gov,NA,Mon-Thu |  7:00-5:30 Lunch 12:00-1:00,NA,29.8717096,-93.9354809,NO
6304,silsbee wic clinic,beeilss,603 Hwy 418 W,013468,silsbee,tx,77656,hardin,409-246-8383,NA,--,Wic@Co.Hardin.Tx.Us,https://www.co.hardin.tx.us/page/hardin.County.WIC,Full Services Available Mon/Wed | 7:30-5:30 && By Appointment Only Tue/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00,NA,30.36,-94.18,NO
6307,hardin county remote clinic,achinnotuy,826 N Main St,268aimn,lumberton,tx,77657,hardin,409-673-0508,NA,NA,Wic@Co.Hardin.Tx.Us,https://www.co.hardin.tx.us/page/hardin.County.WIC,Tue/Wed | 7:00-4:00,NA,30.2651,-94.19913,NO
6305,sour lake wic,aeklorsu,615 Hwy 105 W.,011556,sour lake,tx,77659,hardin,409-246-8383,NA,409-246-5266,Wic@Co.Hardin.Tx.Us,https://www.co.hardin.tx.us/page/hardin.County.WIC,1st Tue | 7:30-4:00  Lunch 12:00-1:00,NA,30.14057,-94.41314,NO
7002,winnie clinic,eiinnw,108 East Fear Rd,018aefr,winnie,tx,77665,chambers,409-267-2652,NA,409-267-2653,atorres@chamberstx.gov,NA,Tue/Wed | 8:00-6:30  Lunch 12:00-1:00,NA,29.801258,-94.3833,NO
